Timestamp,Section Code,Item Code,MAKE (MANUFACTURED BY),Description,Quantity,Unit,Section Alloted,Picture of the Material,LOCATION/STOCK,Part Code
,,,FLEET GUARD,Fuel / Water Separator Filter F.S. - 1000,2,PC,Gen Sets,,3C,
,,,FLEET GUARD,Fuel / Water Separator Ffilterf F.S. - 19732,2,PC,Gen Sets,,3C,
,,,FLEET GUARD,Fuel / Water Separator Ffilterf F.F. - 5580,2,PC,Gen Sets,,3C,
,,,FLEET GUARD,Cummins Air Filter,1,PC,Gen Sets,,3C,4020551
,,,FLEET GUARD,Cummins Air Filter (2),1,PC,Gen Sets,,3C,4020552
,,,FLEET GUARD,Cummins Air Filter (3),1,PC,Gen Sets,,3C,2591126020
,,,FLEET GUARD,Filter AF 25910,1,PC,Gen Sets,,3C,1.40432E+15
,,,,D-FUSE 33 KW,3,PC,Electrical,,3C,
,,,,V-Belt B-92,12,PC,Milling Section,,3D,
,,,,V-Belt B-115,8,PC,Parboiling Section,,3D,
,,,,V-Belt B-84,5,PC,Milling Section,,3D,
,,,,V-Belt B-155,5,PC,Milling Section,,3D,
,,,,V-Belt B-72,2,PC,Parboiling Section,,3D,
,,,,V-Belt B-68,2,PC,Milling Section,,3D,
,,,,V-Belt B -80,1,PC,Milling Section,,3D,
,,,,S.S. Round Rod Dia 32mm * 260mm,5,PC,Parboiling Section,,4E,
,,,BUHLER,"Rice Mill Roller (Alumunium)-10"" * 10""",17,PC,Milling Section,,2D,DRHB-50040-010
,,,BUHLER,Grinding Wheel For Whitener,4,BOX,Milling Section,,2C,BSPB-10355-001
,,,ESTEK,Digital Load Cell,2,PC,Construction (Civil),,2C,AS-LS-30
,,,,"S.P. Rubber PVC Flexible Dust Horse Pipe 2""",1,MTR.,Milling Section,,3B,
,,,,"S.P. Rubber PVC Flexible Dust Horse Pipe 4""",2,MTR.,Milling Section,,3B,
,,,BHULLER,Aspiration Hose Pipe Dia 510mm,2,PC,Milling Section,,3B,MTSC-83044-810
,,,BHULLER,Inlet Sleebe D-210,3,PC,Milling Section,,3B,MTSC-83006-810
,,,,Rubber Balls Dia 25mm,267,PC,Milling Section,,3C,
,,,BHULER,Outlet Made For PVR,12,PC,Milling Section,,3B,MTLB-84014-810
,,,,Nylone Belt 75mm * 4200mm,1,PC,Milling Section,,3B,
,,,,"Suction and Discharge Hose Guide Dia 2""",11,PC,Milling Section,,3B,
,,,,Star for Cupling SG-55,3,PC,Parboiling Section,,3B,
,,,,"M.S. Flat 1.5"" * 620mm",10,PC,Common Product,,3C,
,,,,"M.S. Flange Dia 5.5""",1,PC,Common Product,,3B,
,,,,Flange Cupling Dia 170mm,1,PC,Milling Section,,5C,
,,,BHULLER,Rubber Balls Dia 32mm,250,PC,Milling Section,,3D,182CBA001
,,,,"Bright Pannel Pin 17 Gauge * 3/4""",5.8,KG,Milling Section,,3C,
,,,,"M.S. U-Type Spot 4""",2,PC,Common Product,,5C,
,,,OANDO,Mobil Oil 15W/40 CF-4,212.05,KG,Gen Sets,,3E,AP1 CF4/SL
,,,,"M.S. Nail 2""",17,KG,Construction (Civil),,3E,
,,,,"M.S. Nail 4""",17.46,KG,Construction (Civil),,3E,
,,,,"Rubber Cover 4""",10,PC,Milling Section,,3D,
,,,,Wooden Flate 13 * 30 * 1205mm,10,PC,Construction (Civil),,3E,
,,,,Star Screw 8 * 13mm,930,GRM,Parboiling Section,,3D,
,,,,"M.S.Sieve Hole Dia 15mm, Size 900 * 2500mm",10,PC,Milling Section,,2A,
,,,,"Sieve Slot 5.5 * 20mm, Size 780 * 1780mm",2,PC,Milling Section,,3A,
,,,,"Sieve Slot 5.5 * 20mm, Size 900 * 2500mm",1,PC,Milling Section,,3A,
,,,,"Sieve Slot 4.5 * 20mm, Size 780 * 1780mm",3,PC,Parboiling Section,,3A,
,,,,"Sieve Slot 3.5 * 20mm, Size 900 * 2500mm",2,PC,Milling Section,,3A,
,,,,Sieve Slot 1.25 * 20mm Size 900 * 2495mm,7,PC,Parboiling Section,,1A,
,,,,"Sieve Round Hole 1mm, Size 900 * 2495mm",8,PC,Milling Section,,2A,
,,,,Sieve Polisher 1mm,3,PC,Milling Section,,2B,
,,,,"Sieve Slot 3.5mm * 20mm, Size 900 * 2495",5,PC,Milling Section,,1E,
,,,,"Sieve Slot 4.5 * 20mm, Size 900 * 2495mm",5,PC,Parboiling Section,,1E,
,,,,"Sieve Slot 5.5 * 20mm, Size 900 * 2495mm",5,PC,Parboiling Section,,1E,
,,,,"Sieve Slot 2.5 * 20mm, Size 900 * 2495mm",7,PC,Milling Section,,4A,
,,,,"Sieve Round Hole 10mm, Size 900 * 2495mm",5,PC,Milling Section,,18A,
,,,,M.S. Wire Window Mesh,9,KG,Construction (Civil),,1E,
,,,,Cutting Wheel Dia 355mm * 2.8mm * 25.4mm,66,PC,Common Product,,4D,
,,,,"Cutting Wheel 7""",13,PC,Common Product,,4D,
,,,,"Cutting Wheel 4""",206,PC,Common Product,,4D,
,,,,Granding Wheel Dia 230 * 6 * 22mm,8,PC,Common Product,,4D,
,,,,"Granding Wheel , Dia 180mm",10,PC,Common Product,,4D,
,,,,"Stone Cutting Wheel, Dia 230mm",4,PC,Common Product,,4D,
,,,,Master Oil 130ml,8,PC,Milling Section,,4D,
,,,,"Emery Paper No. 80, Size - 280 * 230",5,PC,Common Product,,4D,
,,,,"Emery Paper No. - 120, Size - 280 * 230mm",5,PC,Common Product,,4D,
,,,,Permanent Marker,45,PC,Common Product,,4D,
,,,,Tafflon Tape 20 Mtr. * 19mm * 0.25mm,34,PC,Common Product,,4D,
,,,SMC,Air Regulator,1,pc,Milling Section,,4D,AW20 - F02 G1 H-B
,,,BOSCH,"Grinder Machine 4"" GWS-750-100",1,pc,Common Product,,4D,
,,,TRINTIY TOUCH,Tri Box,2,PC,Electrical,,4D,
,,,APT,Emergency Switch use 400vV XKA-1,4,PC,Electrical,,4D,100808060
,,,,"Roller for Belt Conveyor, and Dia 75 * 275mm",1,PC,Parboiling Section,,4E,
,,,,"Pop Ribet 1.75""",1.71,KG,Common Product,,3D,
,,,,Star Screw 16mm,0.81,KG,Common Product,,3D,
,,,,White Glass (For Welding),2,PC,Common Product,,4D,
,,,,Black Glass (For Welding),11,PC,Common Product,,4D,
,,,,"Nozzle (For Gas Cutter), Size 3/64""",7,PC,Common Product,,4D,
,,,,Drill Bit 10mm,2,PC,Common Product,,4D,
,,,,Drill Bit 12mm,1,PC,Common Product,,4D,
,,,,Drill Bit 14mm,1,PC,Common Product,,4D,
,,,,Drill Bit 8mm,1,PC,Common Product,,4D,
,,,,"Hinges 4""",3,PC,Common Product,,4D,
,,,,Plasme Cutting Nozle P-2.5,1,PC,Common Product,,4D,
,,,,Plasma Cutting Nozzle P-1.3,20,PC,Common Product,,4D,
,,,,Bearing 607 2RS,2,PC,Common Product,,4D,
,,,,"Aluminium Clamp 1.5""",9,PC,Construction (Civil),,4D,
,,,,Sewing Thread 20S/6 (White),202,PC,Packing Items,,2B,
,,,,Welding Screen,5,PC,Common Product,,4D,
,,,,"Welding Electrod SS 3.15, 308L",10,PKT.,Common Product,,2B,
,,,,M.S. Welding Electrod 3.15mm,77,PKT.,Common Product,,2B,
,,,,Lock Set With 3 Key,6,PC,Construction (Civil),,3C,
,,,Sun Gold,"Rice Dehusking Rubber Roller 10""",168,PC,Milling Section,,1B,
,,,,"Chain Simplex Pitch 1""",5,Mtr.,Parboiling Section,,5C,
,,,BERGER,Protectomastic BPL Catalyst,30,Ltr.,Common Product,,5B,
,,,BERGER,Dark Gray Paint Use With Catalyst,30,Ltr.,Common Product,,5B,
,,,BERGER,Red Oxide Metal Primer,16,Ltr.,Common Product,,5B,
,,,BERGER,Off White Paint,4,Ltr.,Common Product,,5B,
,,,Honey,Off White Paint - B,4,Ltr.,Common Product,,5B,
,,,Belanto,B.M. Water Meter Size 50mm,1,PC,Common Product,,5B,
,,,Jaguar,"FLV-CHR-1073C 4""",2,PC,Common Product,,5B,
,,,jaguar,"FLV-CHR-1073C 6""",4,PC,Common Product,,5B,
,,,,"Shower Arm With Wall Flange 1/2""",2,PC,Construction (Civil),,5B,
,,,"FLV-CHR-1073C 4""","Air Regulator FRCLM-3/8"" (40mIcron/10 Bar)",1,PC,Common Product,,5B,PRCLM-146234/4
,,,"FLV-CHR-1073C 4""",Glass Protector Assly for 400 CTS,2,PC,Milling Section,,5B,P43G400210
,,,,Elevator Pully Dia 450mm Shaft Size Dia 50mm Length 900mm,1,PC,Parboiling Section,,,
,,,,PVC Gearmatic (Reducer) Dia 110 *75mm,4,PC,Common Product,,6A,
,,,,PVC Tee Dia 110 mm,1,PC,Common Product,,6A,
,,,,PVC elbow Dia 110mm,2,PC,Common Product,,6A,
,,,,PVC Tee Dia 75mm,9,PC,Common Product,,6A,
,,,,PVC Elbow (PN-10) Dia 90mm,1,PC,Common Product,,6A,
,,,GOMAC,Comac Thinner,31.5,Ltr.,Common Product,,6A,
,,,,Kit Complete Over Haul 2545,1,Set,Common Product,,4D,
,,,,Upper Plate Thickness 2.5mm Size 670 * 810mm,3,PC,Milling Section,,19D,
,,,,Shobel,5,PC,Common Product,,18E,
,,,,"S.S Verm (Roter) Length 2390mm, Shaft Size Dia 32mm * 2800mm",4,PC,Parboiling Section,,18E,
,,,,M.S. Shaft Length 1830mm Dia 30mm,1,PC,Milling Section,,18E,
,,,,"Flexible Hose Duct (Black) Dia 4""",10,Mtr.,Milling Section,,6B,
,,,,Coil Filter for 62 KW Genator,3,PC,Gen Sets,,3C,
,,,,Female Socket 3 Phase,9,PC,Electrical,,4C,
,,,,Male Plug 3 Phase,11,PC,Electrical,,4C,
,,,,Led Pannel Light 6Watt.,6,PC,Electrical,,4C,
,,,,Final Box 3 Phase,3,PC,Electrical,,4C,
,,,,Braker 100 Amps,2,PC,Electrical,,4C,
,,,,Chemical Dose Pump 240V,1,PC,Boiler,,4C,
,,,,Led Pannel Light 12 Watt,6,PC,Electrical,,4C,
,,,,"Concrete Nail 3"" * 3/8""",1,Pkt.,Electrical,,4C,
,,,,NONC Block,1,PC,Electrical,,4C,
,,,,Emergency Switch 10Amps,4,PC,Electrical,,4C,
,,,,"Carbon Brass (Grinder Machine 9"")",2,PC,Common Product,,4C,
,,,,"Carbon Brass (Grinder Machine 4"")",3,PC,Common Product,,4C,
,,,,Connector 16 Amps,2,PC,Electrical,,4C,
,,,,Connector 40 Amps,1,PC,Electrical,,4C,
,,,,Relay 10 Amps,1,PC,Electrical,,4C,
,,,,Water Level Controllor,1,PC,Electrical,,4C,
,,,,MCB 16 Amps,1,PC,Electrical,,4C,
,,,,"Conseal Box 3"" * 3""",14,PC,Electrical,,4C,
,,,,Solenoid Valve Single Coil,4,PC,Electronics,,4C,
,,,,V-Box,1,PC,Electrical,,4C,V-Box -S-00
,,,,Pneunatic Fitting Pipe (Blue) 8mm,11,Mtr.,Electronics,,4B,
,,,,Pneunatic Fitting Pipe (Blue) 10mm,5,Mtr.,Electronics,,4B,
,,,,Pneunatic Fitting Pipe (Blue) 12mm,8,Mtr.,Electronics,,4B,
,,,,Water Lebel Pipe,11.5,Mtr.,Construction (Civil),,4B,
,,,,Temparature Gauje 0 To 250 Degree,1,PC,Electronics,,4C,
,,,,Double Code Wire (White) 2.5mm,66,Ft.,Electrical,,4C,
,,,,Rotory High Level,1,PC,Electronics,,4C,
,,,,Air Pipe 6mm,6,Mtr.,Common Product,,4C,
,,,,RTD Single Port,6,PC,Electronics,,4C,
,,,,Flad Light 15 Watt,1,PC,Electrical,,4C,
,,,,Coltiniti Sensor,6,PC,Electronics,,4C,
,,,,Right Level Sensor,1,PC,Electronics,,4B,
,,,,Wire 3 Core 2.5mm,100,Mtr.,Electrical,,4B,
,,,,Air Filter For Compressor,3,PC,Compressor,,3C,
,,,,Single Core Wire,1,Pkt.,Electrical,,4C,
,,,,Sealed Wire 4 Core,100,Mtr.,Electrical,,4B,
,,,,N-O Switch,1,PC,Electrical,,4C,
,,,,Male Reducer (Pneumatic Fitting) 6 * 20mm,16,PC,Electronics,,4C,
,,,,Male Reducer (Pneumatic Fitting) 8 * 20mm,12,PC,Electronics,,4C,
,,,,Junior Reducer 10 * 8mm,4,PC,Electronics,,4C,
,,,,Reducer (PC) 16 * 20,2,PC,Electronics,,4C,
,,,,Union Tee 8 * 8 mm,3,PC,Electronics,,4C,
,,,,Union Tee 12mm,1,PC,Electronics,,4C,
,,,,Union Connector 14 * 12mm,4,PC,Electronics,,4C,
,,,,Union Connector 16 * 18mm,1,PC,Electronics,,4C,
,,,,Union Connector 16 * 16mm,1,PC,Electronics,,4C,
,,,,Pannel Lock With Key,1,PC,Common Product,,4C,
,,,,Split Pin 2mm,11,PC,Common Product,,4C,
,,,,Air Adjuster 6mm,18,PC,Electronics,,4C,
,,,,Union Connector 6mm,4,Pc,Electrical,,4C,
,,,,"Cable Tie 8""",100,PC,Electrical,,4C,
,,,,Cable Gland 12mm,23,PC,Electrical,,4C,
,,,,"Granding Wheel 4""",20,PC,Common Product,,4D,
,,,,"Buffring Wheel 4""",5,PC,Maintenance,,4D,
,,,,Led Driver 6 To 18 W,10,PC,Electrical,,4C,
,,,,Cupling Junction Box 20mm,100,PC,Electrical,,4C,
,,,,Junction Box 20mm,30,PC,Electrical,,4C,
,,,,Silicon Gum,10,PC,Common Product,,4D,
,,,,PVC Gum,230,ML,Common Product,,4D,
,,,,Greese AP 000,17,KG,Common Product,,20C,
,,,,Carbon With Spring for Stiching M/c,28,PC,Packing Items,,1C,
,,,,Micro Switch,4,PC,Packing Items,,1C,
,,,,Plastic Pipe Welding Machine,1,PC,Common Product,,20C,CM-03
,,,,Safety Belt,3,PC,Common Product,,20C,
,,,,M.S. Bolt 8mm,6.6,KG,Common Product,,20D,
,,,,M.S. Nut 10mm,6.88,KG,Common Product,,20D,
,,,,S.S. Bolt 10mm,7.16,KG,Common Product,,20D,
,,,,Self Drill Screw 5 * 25mm,9,KG,Construction (Civil),,20D,
,,,,M.S. & G.I. 8mm,2,KG,Common Product,,20D,
,,,,M.S. Bolt 15 * 50mm,3.9,KG,Common Product,,20D,
,,,,M.S. Bolt 20 * 90mm,9.8,KG,Common Product,,20D,
,,,,"Carriage Bolt 10mm * 5.5""",10.4,KG,Common Product,,20D,
,,,,"Carriage Bolt 10mm * 6""",10.9,KG,Common Product,,20D,
,,,,"Carriage Bolt 10mm * 4.5""",2,KG,Common Product,,20D,
,,,,"Carriage Bolt 10mm * 5""",4.3,KG,Common Product,,20D,
,,,,H.D. Nut and Bolt 16 mm * 175mm,4,KG,Common Product,,20D,
,,,,Anchor Bolt & Nut With Washer 12 * 175mm,240,PC,Common Product,,20D,
,,,,"M.S. Bolt 15mm * 5.5"" (Half Threaded)",2.5,KG,Common Product,,20D,
,,,,M..S. Bolt 10 * 1.7mm,0.8,KG,Common Product,,20D,
,,,,M.S. Bolt 12 * 50mm,4,KG,Common Product,,20E,
,,,,"M.S. Bolt 12mm *1.5""",1.38,KG,Common Product,,20D,
,,,,"M.S. Half Threded Nut and Bolt 14mm * 5""",1,KG,Common Product,,20E,
,,,,M.S. Bolt 16 * 50mm,3,KG,Common Product,,20E,
,,,,M.S. Bolt 12 * 150mm,0.7,KG,Common Product,,20E,
,,,,M.S. Bolt 12*125 mm,0.36,KG,Common Product,,20E,
,,,,M.S. nut & bolt 8*25 mm,15,KG,Common Product,,20E,
,,,,"S.S. bucket bolt 3/4""*1.25""",.0.8,KG,Common Product,,20E,
,,,,S.S. Nut & Bolt 8 * 25mm,15,KG,Common Product,,20E,
,,,,M.S. Nut 12mm,6.5,KG,Common Product,,20E,
,,,,Nut & Bolt 10 * 30mm,15,KG,Common Product,,20E,
,,,,H.T. Nut 14mm,7,KG,Common Product,,20E,
,,,,M.S. Bolt 12 * 75mm,20,KG,Common Product,,20E,
,,,,S.S. Nut & Bolt 10 * 40mm,1.5,KG,Common Product,,20E,
,,,,M.S.Bolt 20 * 40mm,5.8,KG,Common Product,,20E,
,,,,M.S. Nut & Bolt 12 * 60mm,1,KG,Common Product,,20E,
,,,,M.S. Carriage Bolt & Nut 12 * 32mm,2,KG,Common Product,,20E,
,,,,G.I. Bolt 12 * 35mm,10,KG,Common Product,,20E,
,,,,G.I. Bolt 12 * 32mm,4,KG,Common Product,,20E,
,,,,S.S. Nut 10 * 60mm,0.4,KG,Common Product,,20E,
,,,,M.S. Nut 20mm,2.4,KG,Common Product,,20E,
,,,,S.S. Nut & Bolt 8 * 100mm,0.4,KG,Common Product,,20E,
,,,,Allen Key Bolt & Nut,0.2,KG,Common Product,,20E,
,,,,M.S. Washer 12mm,0.3,KG,Common Product,,20E,
,,,,M.S. Washer 20mm,0.2,KG,Common Product,,20E,
,,,,M.S. Wasger 10mm,1,KG,Common Product,,20E,
,,,,M.S. Washer 16mm,0.6,KG,Common Product,,20E,
,,,,S.S. Washer 26mm,0.28,KG,Common Product,,20E,
,,,,S.S. Washer 8mm,0.9,KG,Common Product,,20E,
,,,,S.S. Washer 20mm,0.3,KG,Common Product,,20E,
,,,,"M.S. Bucket Bolt & Nut 3/4"" * 1.25""",5,KG,Parboiling Section,,20E,
,,,,Anchor Bolt & Nut With Washer 10 * 25mm,174,PC,Common Product,,20E,
,,,,Ancher Bolt & Nut 12 * 145mm,215,PC,Common Product,,20E,
,,,,Elimeter Box Port 230 * 200mm,25,PC,Milling Section,,7C,
,,,,Elimeter Box Port 390 * 290mm,2,PC,Milling Section,,7D,
,,,,Elimeter Bottom Jointer 230 * 200mm,17,PC,Milling Section,,7D,
,,,,M.S.Flange 100 * 210mm,2,PC,Milling Section,,7D,
,,,,"Square To Round Transition 6"" * 10""",3,PC,Milling Section,,7C,
,,,,"M.S. Flange 4"" * 24""",3,PC,Milling Section,,7C,
,,,Harrish Equipments Pvt. Ltd.,Chain Wel Manual Slide Gate 150 * 150mm,4,PC,Milling Section,,7C,1061
,,,,"S.S. flange 8"" Thickness 6mm",4,PC,Milling Section,,7D,
,,,,"M.S. Welded neck Flange Dia 115, Thickness 6mm",4,PC,Milling Section,,7D,
,,,,"M.S. Welded neck Flange Dia 4"" Thickness 4 mm",2,PC,Milling Section,,7D,
,,,,"S.S. Flange 6"" Thickness 4 mm",10,PC,Milling Section,,7D,
,,,,M.S. Square plate 300*300 mm,2,PC,Milling Section,,7D,
,,,,"M.S. Round plate Dia. 11""",2,PC,Milling Section,,7D,
,,,,S.S. Slide gate flange 200*200 mm,2,PC,Milling Section,,7D,
,,,,"S.S. Flange 6"" Thickness 6 mm",1,PC,Milling Section,,7D,
,,,,"M.S. Split flange 5.5 """,2,PC,Milling Section,,7D,
,,,,"S.S. Packing Dia. 6""",1,PC,Milling Section,,7D,
,,,,M.S. Drilled Angle 50*50 mm length 200 mm No. of holes 4,8,PC,Milling Section,,7D,
,,,,M.S. Drilled angle 50*50 mm length 150 mm No. of holes 3,35,PC,Milling Section,,7D,
,,,,"S.S. clamp 10""",14,PC,Milling Section,,7D,
,,,,"M.S. Clamp 9.5 """,11,PC,Milling Section,,7D,
,,,,"M.S. Clamp 9""",8,PC,Milling Section,,7D,
,,,,"M.S. CLAMP 7.5 """,28,PC,Milling Section,,7D,
,,,,"M.S. Clamp 6""",27,PC,Milling Section,,7D,
,,,,"M.S. Clamp 4""",71,PC,Milling Section,,7D,
,,,,"M.S. Clamp 5.5""",36,PC,Milling Section,,7D,
,,,,S.S. Clamp 11',4,PC,Milling Section,,7D,
,,,,S.S. Clamp 19 ',3,PC,Milling Section,,7D,
,,,,S.S. Clamp 15',10,PC,Milling Section,,7D,
,,,,"M.S. Clamp 20""",18,PC,Milling Section,,7D,
,,,,Belt Conveyer Roller Stand,1,PC,Parboiling Section,,7E,
,,,,U-Type Flat 150 * 240mm 24 Gauge,15,PC,Common Product,,7E,
,,,,Elevator Center Boxes Spot 570mm,5,PC,Milling Section,,7D,
,,,,Elevator Center Boxes Spot 330mm,5,PC,Milling Section,,7D,
,,,,M.S. Ring Flange Dia 1030mm,12,PC,Milling Section,,19A,
,,,,M.S. Ring Flange Dia 850mm,7,PC,Milling Section,,19A,
,,,,M.S. Ring Flange Dia 750mm,6,PC,Milling Section,,19A,
,,,,M.S. Ring Flange Dia 650mm,8,PC,Milling Section,,19A,
,,,,M.S. Clamp Dia 1 Mtr.,2,PC,Milling Section,,19A,
,,,,Leader 5 Steps,2,PC,Milling Section,,19A,
,,,,M.S. Clamp Dia 750mm,1,PC,Milling Section,,19A,
,,,,M.S. Clamp Dia 600mm,19,PC,Milling Section,,19A,
,,,,"Ducting Clamp Dia 21""",25,PC,Common Product,,19B,
,,,,Ducting Clamp Dia 350mm,10,PC,Common Product,,19B,
,,,,Ducting Clamp Dia 300mm,18,PC,Common Product,,19B,
